Categorie;Email
Parkeren;Eerst al fout gegaan met het aanvragen van paspoort doordat de pasfoto verkeerd was ingescand. <br />Nu net bij het ophalen heeft de klant heel lang moeten wachten. Kreeg te horen van de medewerker dat meneer op het verkeerde moment kwam.klant wil graag een excuses
Openbare Ruimte;verhoging parkeerverguning
Openbare Ruimte;Het betreft het te laat ontsteken en te vroeg uit doen van de openbare verlichitngDe openbare verlichting vroeger ontsteken en in de ochtend later uit doen.
Basisinformatie;Er staat bij postjesweg 65 een bord bij de fietsenrekken dat er wegenswerkzaamheden en<wbr />/of ivm art 170 op 26 mei fietsen worden verwijderd. Ik heb gebeld met de gemeente Amsterdam en nu blijkt het om oude fietsen weghalen te gaan. Dat is erg onduidelijk gecommuniceerd naar de burgers. Het lijkt nu alsof iedereen zijn fiets moet weghalen ivm werkzaamheden. Ik woon daar en dacht dat ik mijn fiets moest weghalen daar. Het is daar altijd een chaos, want daar zit de AH. Zodra de AH sluit is het rustig bij de fietsenrekken. Dus als uw handhavers om 6 uur 's avonds komen, dan hebben ze heel wat te doen. Als ze om 6 uur 's morgens komen is er niets aan de hand. Nuttig allemaal!!<br /><br />Met vriendelijke groet,<br />A. BlasweilerNee
Openbare Ruimte;Ruim drie maanden staat er een big bag zand en een restant stenen op een pallet op de stoep. Ik heb eind februari bij Stadsdeel kantoor Noord, aangezien de stenen in de Crabschuitstraat t<wbr />/o Cordaan staan. Nu zit er al drie weken een sticker op de zak en stenen met de mededeling dat de eigenaar in overtreding is volgens artikel 4 (o.i.d) de restanten uiterlijk 7 maart weggehaald moet hebben. Maar ze staan er nog steeds. Sterker nog, er staan drie zakken bij en de loopruimte is nu minimaal. Zojuist ontving ik weer een sms bericht dat Stadsdeel Noord het weer doorschuift naar 1 april as. Ik dring er bij u sterk op aan om stadsdeel noord te overtuigen aangezien ze niet daadkrachtig optreden. De excuses van 'hoge kosten' voor verwijderen verwerp ik. Het aanhouden van deze melding kost meer geld. <br />Tot slot wil ik u erop wijzen dat ik als inwoner van Amsterdam het mijn plicht acht de gemeente te wijzen op eventuele misstanden in de buurt. Deze manier van behandelen ontneemt bij gauw de animoDe restanten zsm weghalen
Basisinformatie;Betreft p en r Zeeburg.<br />Aan alle voorwaarden voldaan. GVB reisbewijzen nog in ons bezit. Helaas werd er € 36 afgeschreven i.p.v.€ 2. Teveel betaald  € 34,-. Hoe en wanneer krijgen wij dit geld terug ?????Onderzoeken hoe en wanneer dit teveel betaalde teruggestort wordt.
Openbare Ruimte;Ik heb een koophuis en twee auto's. per woning is er maar 1 parkeerplek.in de buurt kan ik alleen maar betaald parkeren.ik wilde een parkeervergunning en kreeg te horen dat dit niet mogelijk is en dat er sprake kan zijn van een ontheffing. hoe regl ik dit?Graag een parkeervergunning of ontheffing
Openbare Ruimte;Niet echt een klacht maar opmerking over foute vermelding van bouwjaar in kadaster:Dit gaat om verkeerd bouwjaar vermeld in kadaster t.a.v. Marco Polostraat 110, dit viel mij nl opnieuw op na kijken online van woning M Polostr 114<wbr />/2 welke te koop stond. Jaren geleden bij controle gegevens O.G.bel. viel mij ook het verkeerde jaar op, alleen heb ik er niet bij stil gestaan  dit door te geven. Bouwjaar 1919 en niet 1929. Eerste bewoners woonden er nog begin jaren tachtig en woonden er vanaf 1919. De man was zelfs schilder geweest voor deze woningen. Die mevrouw heeft er nog tot 1995 gewoond. Misschien kunt u dit aanpassen want dit is 100% zeker.Bouwjaar aanpassen van 1929 naar 1919
Openbare Ruimte;Mijn klacht cq verontwaardiging heeft betrekking op de groenvoorziening in het flevopark en dan met name het snoeien van de Rhododendrons.U kunt niets meer doen.
Belasting, Werk en Inkomen;Voor onze deur staan minimaal 3 ongebruikte fietsen in de stalling, met lekke bandEen fietsenrek erbij plaatsen + de fietsen die hier al tijden alleen maar plek staan in te nemen verWijderen
Belasting, Werk en Inkomen;On 16<wbr />/3 I filled the online form for moving within Amsterdam  (correspondentienummer: 2015-0356268). I wasn't given the chance by the form to specify I wanted to move my wife and child together as well. I immediately called 14020, they told me that the system knows about them and not to worry, they'll be moved together for sure, and call back if that didn't happen.<br /><br />That didn't happen, so this morning I called again. The kind person I talked with first made me talk to a second person that was not that kind.<br /><br />She didn't want to acknowledge there may be a problem in the system and tried to blame me for not having filled the form correctly.<br /><br />She also couldn't suggest any other solution than sending my wife to the city hall. When I said that since she works all day in Leiden that's not very convenient and asked whether I could go in her place, and when I asked about problems with the belastingdienst since we've now being registered in different places, she answered very rudely.I think we as taxpayers have a right to be treated with kindness and respect by the representatives of the institutions we maintain. This is usually the case when I talk with people from the municipality of Amsterdam, it would be great if exceptions like the one from this morning would not happen at all.
Basisinformatie;Mora melding mbt asbest doorgeven op vrijdag 7 nov , nr 0257597platen weghalen en duidelijke terugkoppeling
Basisinformatie;Ik heb een advertentie geplaatst op het prikboard voor atelierruimte Amsterdam. Ik kreeg de bevestiging dat de ad geplaatst is met de link voor het veranderen of verwijderen van de advertentie. Deze werkt niet!!!Graag deze link laten werken.
Belasting, Werk en Inkomen;Meneer geeft aan dat de blaadjesblazers al om 08.15 uur de blaadjes aan het wegblazen zijn. Dit veroorzaakt enorme geluisoverlast. Meneer werkt in de horeca en is dan aan het slapen.Meneer wilt dat ze later gaan beginnen (liefs rond 09.30 uur), of dat ze met een bezem rondgaan.
Openbare Ruimte;Het bedrijf Fit4Free is op de Linneaushof gevestigd. Daarvan is geen kennis gegeven aan de buurtbewoners van de Linneausparkweg. Beller vindt dat dat wel had moeten gebeuren. <br />Zorgen dat het bedrijf geen overlast veroorzaakt. <br />Men wil weten waarom de buurt niet is ingelicht.
Parkeren;Het grof vuil is al drie weken niet opgehaald. De vorige keer dat dit gebeurde kreeg ik doodleuk een melding dat het was opgehaald terwijl dit niet zo was, moest ik weer in de pen klimmen. <br />Mijn klacht betreft het herhaaldelijk niet ophalen van het grof vuil.melding openbare ruimte
Openbare Ruimte;Hello, I sold my house in Amsterdam in July 2014 but I still get billed monthly on the taxes. I think they should stop?Stop the tax?<br />tx
Openbare Ruimte;Dit is een test
Basisinformatie;Melder heeft klacht over hoe containers worden geleegd en hoe er wordt geveegdDat opruimdiensten naar behoren hun werk doen. Meer handhaving
Parkeren;Wij moeten 419,41 Euro betalen voor een ruimte waar we maar 1 stopcontact kunnen gebruiken zonder risico van stroomuitval. Wij delen deze stoppen n.l. met de buren die veel meer stroom dan wij gebruiken en daardoor zijn de stoppen overbelast.<br />Dit is een fout in de uitvoering weet ik als bouwkundig ingenieur (TUDelft)Wij willen per direct een huurverlaging met terugwerkende kracht want dit is een groot ongemak en we moeten veel huur betalen. Je mag van dit bedrag de servicekosten wel aftrekken.
Openbare Ruimte;Geachte heer, mevrouw, <br /><br />15 februari heb ik een melding gedaan dat er nauwelijks geparkeerd kon worden in mijn vergunningsgebied. Ik heb duidelijk een vraag gesteld over wat de plannen zijn om de situatie nu, 1 maand later te gaan voorkomen in de toekomst (Parkeergarage Van Beuningenplein is vol, en de hele Staatsliedenbuurt staat dubbelgeparkeerd).<br /><br />Vriendelijke groet,<br />- Een reactie geven wat het beleid wordt voor komend jaar<br />- hoe ik als burger ben geholpen met een stijging van mijn lasten en daar tegenover minder service krijg,<br />- en bij wie ik een eventuele boete kan claimen omdat ik noodgedwongen fout moet
Openbare Ruimte;Aan het Tervurenpad is vorige week het speeltuintje vernieuw (gele speeltuin) ter hoogte van de Dijlehof. Vanaf dat moment heb ik het gevoel dat ik in de Efteling woon. Overmatig lawaai van spelende kinderen. 's-ochtend komen hier de crechekinderen. 's-middags kinderen uit de buurt en 's-avonds de hangkinderen.Zorgen dat er geen geluidsoverlast en hinder in de buurt ontstaat door deze nieuwe attributen. En als dat wel zo is (en dat ervaar ik nu al) een paar speeltoestellen weghalen. Kinderen kunnen naar oud sloten, daar is een prachtige speeltuin.
Openbare Ruimte;fietsen overlast en schadefietsenrekken
Openbare Ruimte;1) klant is het er niet mee eens dat hij een bsn nummer door moet geven bij het maken van een afspraak. Betreft inzage bouwarchief.Per e-mail
Parkeren;Een paar maanden geleden ben ik langs geweest bij stadsdeel Zuidoost en heb ik verzocht om inzage in het bouwdossier van mijn woning aan de Kantershofstraat. Telefonisch is mij toen toegezegd dat het gehaald moest worden ergens vandaan en ik zou bericht krijgen. Op 31 januari 2015 heb ik mijn verzoek digitaal nogmaals herhaald (zie correspondentienummer 2015-032113) en ik zou binnen 5 werkdagen bericht krijgen. Tot op heden heb ik nog niets van het stadsdeel vernomen. Het is jammer om te constateren dat het stadsdeel zo met haar burgers omgaat.Ik wil gewoon inzage in het bouwdossier en een kunnen maken van de bestektekeningen zodat ik bouwtekeningen kan laten maken: geef s.v.p. een datum aan wanneer dit mogelijk is.
Parkeren;Ik woon in de Tidorestraat, Amterdam Oost, en er is totaal geen ruimte om mijn fiets te stallen. In de straat is er maar een stalling, die uiteraard altijd vol is. Hierdoor word ik gedwongen om mijn fiets tegen een lantaarnpaal of boom te plaatsen. Er is genoeg ruimte voor fietsenrekken in de straat dus graag zou ik zien dat er een aantal rekken geplaatst worden.<br /><br />Een direct gevolg van het tekort aan stallingen is dat iedereen zijn fiets in de gang gaat plaatsen. Hierdoor is mijn appartement niet goed bereikbaar, omdat de gang vol staat met fietsen.Meer stallingen plaatsen zodat men zijn fiets kwijt kan.
Openbare Ruimte;Mevrouw belt omdat zij een aantal keren een klacht heeft doorgegeven betreft de bladerblazers en het lawaai dat ervan af komt in de vroege ochtend samen met de vuilniswagens. Mevrouw geeft aan dat niemand het fatsoen heeft gehad om haar te bellen, maar dat zij een mail als terugkoppeling krijgt, met het bericht dat zij niets aan de klacht kunnen doen waar zijn niets aan heeft. <br />Mevrouw heeft geen zin meer om telkens aan de telefoon te zitten om te bellen met de gemeente, en wilt telefonisch met de persoon binnen de gemeente spreken die hier over gaat. <br />Zij verwacht als burger van Amsterdam dat klachten serieus genomen worden, en verwacht dat zij binnen een aantal uur teruggebeld wordt om een serieus gesprek met haar aan te gaan. Mocht dat niet het geval zijn, zal zij verdere stappen ondernemen en brengt zij dit naar buiten. Eerder heeft zij referentienummers gekregen, maar zij geeft aan dit niet te zoeken omdat de gemeente het vertikt om het op adres en naam te zoeken.Contact opnemen nav deze klachten, en meer duidelijkheid geven wat er evt aan gedaan kan worden.<br />Zij zal verdere stappen ondernemen als de gemeente geen contact met haar opneemt. Zij wilt zsm teruggebeld worden op 020 8452306<br />0642706424
Openbare Ruimte;Onterecht gebruik van de vrije trambaan door gemeentelijke voeruigenzie mijn brief die is bijgevoegd
Openbare Ruimte;bewoner heeft zijn auto geparkeerd op de Van Bronkhorststraat, een week geleden, en is momenteel in het buitenland. Auto is weggesleept omdat de parkeerplaats ineens een wegsleep zone is. Bewoner is hier niet van op de hoogte, heeft hier ook niks van ontvangen, en daardoor is de auto weggesleept.bewoner wilt graag weten hoe hij had kunnen weten dat het een wegsleep zone is, en wilt weten per wanneer deze is omgezet naar een wegsleep zone. graag kijken of de boete gegrond verklaard kan worden.
Openbare Ruimte;Melder legt uit dat zij grofvuil aanbood toen de grofvuil ophaaldienst buiten bezig was met grofvuil ophalen. De dienstdoende medewerker nam echter maar een deel van het grofvuil van de melder<wbr />/ klager mee. De klacht gaat echter om de brutale manier waarop de medewerker<wbr />/ ambtanaar de melder te woord stond. Ging heel bot met haar om. Sprak haar heel onbeschoft aan. Maar ook dat hij niet alle grofvuil mee heeft genomen.Wil herhaling voorkomen. En voorkomen zo te woord gestaan te worden.
Openbare Ruimte;Op mijn uitkering van de maand is ruim 200 euro ingehouden, zonder dat daaraan een beslissing is voorafgegaan. Het gaat volgens de specificatie om teruggaaf inkomstenbelasting. Het bedrag dat wordt ingehouden komt niet overeen met de teruggaaf. Bovendien heb ik geen recht op die teruggaaf. En moet ik het bedrag terugbetalen aan de Belastingdienst. <br />Ik word er erg moe van dat uw inkomensconsulenten totaal willekeurig omspringen met mijn inkomen. Ik heb in oktober, november en december 2014 geen inkomsten gehad. Dus heb ik recht op mijn volledige uitkering. Het ingehouden bedrag wil ik dan ook per omgaande terug. <br />Ipv me te helpen het probleem met de Belastingdienst op te lossen, creeert u alleen maar extra problemen.Ik wil die 207,50 euro per direct op mijn rekening gestort krijgen.
Openbare Ruimte;De geleenstraat groot deel is met ingang van 3 november afgezet, daardoor op 2 november geen parkeerplaats beschikbaar. 3 november geen enkele bedrijvigheid zichtbaar op afgezette stukraar dat je iets afzet, waar weinig parkeerplek is. Ik zou meer informatie willen.
Openbare Ruimte;Meneer wil graag de optie aangeboden krijgen om zijn GFT aan te bieden. In stadsdeel Oost, betonbuurt. In de hele gemeente Amsterdam is deze mogelijkheid er niet. Meneer zou dit toch wel heel fijn vinden. Of hier alsjeblieft naar gekeken kan worden, alvast vriendelijk bedankt!
Openbare Ruimte;Geachte heer, mevrouw,<br /><br />Tot mijn verbazing vindt ik vandaag een rekening van 97 euro in de brievenbus.<br /><br />Ik heb totaal geen reactie op mijn mail van 3-12 ontvangen.<br /><br />Graag maak ik gebruik van de klachtenprocedure.<br /><br />Met vriendelijke groet,<br /><br />Chris Kornmann<br /><br />Een reactie en terugdraaien van de boete.
Openbare Ruimte;While I was visiting Amsterdam, I got a ticket number 36245910, So I did money transfer from my israeli bank according to the ticket details. but I still got the ticket again with an intrest on it.<br />I wanted to check if my money transfer indeed got to you, and that my ticket is closed and you won't be sending me any more requests.
Belasting, Werk en Inkomen;Verkeerd tarief berekend nl. 24,--Euro op P + R Zeeburg <br />zaterdag 1-11-2013 bon nr. 0-1-264549 aankomsttijd 10:17Graag het te veel betaalde terugstorten op  <br />NL 30 RABO 0120 3218 87 EUR t.n.v. B.Bossema te Geldrop
Belasting, Werk en Inkomen;Ik vind de ontvangen brief zeer bizar en onacceptabel inverband met de WWB UITKERING. Ik wil direct de uitkering ontvangen inverband met de maand oktober 2014, november 2014, december 2014 en januari 2015. Ik heb aangegeven dat ik op dit moment niet kan werken inverband met ziekte. Ik zal pas  starten op september 2015 met de functie als international manager. <br />Er is aangegeven dat ik niet aanwezig ben geweest geweest op de afspraak inverband met de arbeidsdeskundige. Op wat is dat gebaseerd!!!!!! IK heb geen telefonisch contact gehad en ik heb geen brief ontvangen inverband met de afspraak.<br />WANNEER DIT NIET DIRECT TER SPRAKE  KOMT ZAL IK MAATRGELEGEN N<br />EMEN. <br /><br /><br />IK WIL DIRECT DE UITKERING ONTVANGEN
Basisinformatie;ik heb een factuur ontvangen. Deze hoort niet aan mij gericht te zijn.<br />ik ben architect en heb als gemachtigde een conceptaanvraag ingediend. ik verzoek u mij de factuur te crediteren en in rekening te brengen bij mijn klant.<br />fact nr 15001854 deb nr 76742mijn factuur crediteren
Openbare Ruimte;Klant probeert infomatie in te winnen over eventuele korting die gegeven kan worden bij P+R locaties. Heeft hierover mailcontact gehad met mevr Tjin van P + R. Klant is niet tevreden over de afhandeling van het mailcontact, omdat de vraag niet beantwoord kan worden. Terwijl de klant duidelijk aangeeft vanaf welk punt naar welk punt er gereisd wordt. Mevr Tjin wou de klant ook niet telefonisch te woord staan, tot ergenis van de klantKlant wilt antwoord krijgen op vraag of er met korting geparkeert kan worden. en had graag gewild dat T. Tjin haar telefonisch zelf te woord had gestaan, i.p.v het via 14020 te doen.
Openbare Ruimte;er ligt op het voedpad ter hoogte van comeniusstr 715-750 aan de overkant van het water op het voetpad een uitgebrande brommer al meer dan een week er is niet te lopen het pad ligt vol roet fietsers rijden er door gaat bijna niet van je schoenen af en honden poten graag dat er daar schoon gemaakt kan worden en de uitgebrande brommer weg gehaald kan worden bij voorbaat dankgraag brommer weghalen en het pad schoon maken zodat er weer gebruik van kan worden gemaakt
Basisinformatie;op vrijdag 6 maart 2015 is de afdeling bestrating bezig met het dicht bestraten van stoep en rijweg na het aanbrengen van kabels door een kabel bedrijf.<br />voor mijn garage lag een stapel straatklinkers die nog verwerkt dienen te worden. om +<wbr />/<wbr />_ 10.00 uur vraag ik aan de twee mensen die met de bestrating bezig waren of ze om12.00 uur mijn garage vrij konden maken omdat ik mijn auto nodig had.<br />Er werd door de mannen bevestigt dat dat geen probleem was. Een uur later vraag ik het nog eens en weer werd bevestigend geantwoord dat het voor elkaar komt. Om 12.15 uur kom ik bij mijn garage om weg te gaan maar er blijkt een stapel straatklinkers voor mijn deur te liggen waardoor ik onmogelijk weg kon.Van de medewerkers van het kabelbedrijf kreeg ik te horen dat uw mede werkers aan het lunchen waren.<br />De mede werkers van het kabelbedrijf hebben mij toen geholpen met het weghalen van de klinkers.<br />Ik ben niet gediend van deze pesterijen en verwacht dat hier tegen opgetreden gaat worden.Ik wil dat deze mensen worden aangesproken op hun slechte gedrag want dit is geen reclame voor de stadsdelen en geeft allen maar ergernis.
Openbare Ruimte;Ik heb de stadspas en ontvang de digitale nieuwsbrief met de maandelijkse kortingen. deze digitale nieuwsbrief krijg ik in de eerste week van de nieuwe maand binnen. kortingsacties die bijvoorbeeld op de 1e, 2e, 3e van de maand plaatsvinden, zoals bijvoorbeeld een eenmalig concert op een specifieke datum, zijn dan al geweest. dit heb ik al 2x mee gemaakt. daarnaast zijn er kortingen die aan het einde van de maand plaatsvinden (bijv. 28 oktober), maar die bij de kortingen van de maand november worden geplaatst en die dus niet bij de kortingen van oktober stonden. In beide gevallen kan ik dus niet gebruik maken van de kortingen en naar deze activiteiten gaan.1. tijdstip verschijnen digitale nieuwsbrief: ontvangen meer mensen de digitale nieuwsbrief structureel te laat (waardoor zij dingen missen)? waaraan of aan wie ligt dit? kan het tijdstip van verschijnen vervroegd worden?  <br />2: verkeerde informatie in de nieuwsbrief: Is het een incidentele fout in de organisatie dat een korting per abuis onder de verkeerde maand is verschenen? of ligt dit aan structurele fouten in de informatievoorziening? kan dit in het laatste geval in de toekomst voorkomen worden?
Belasting, Werk en Inkomen;Een resterende bedrag van 114,64 is nog niet overgemaakt op mijn rekeningnummer.  Betreft: 2013 aanslagnummer: 33331325Het resterende bedrag overmaken.
Parkeren;Ik woon nu al een jaar aan de Daniel Stalpertstraat 65A, en huur mijn huis vooral omdat er een parkeergarage in zit. Voor de garagedeur staat een paaltje die ik eruit kan halen, zodat niemand zijn auto voor mijn garage zet, zodat ik eruit kan. Ook staat er op mijn garagedeur dat er een wegsleepregeling van kracht is. Ik ondervind echter alsnog elke dag veel problemen om in en uit mijn garage te komen, omdat veel mensen hun huisvuil, grofvuil en fietsen neerzetten. Ook parkeren er vaak kleine autotjes. Laatst lag mijn vader in het ziekenhuis, en kon ik niet niet eens mijn eigen huis verlaten omdat er overal fiesten, grof vuil etc. voor mijn garage was gedumpt.Het liefst een bord bij de stoep waarop staat dat het parkeren van fietsen, huisafval, grof afval of scooters absoluut verboden is en dat die weg vrijgehouden dient te worden.
Openbare Ruimte;het niet afhandelen van een bezwaarschrift na zitting van de bezwaarschiftencommissiede uitspraak van de bezwaarschriftencommissie in ieder geval aan mij bekend maken en zonodig opvolgen.
Basisinformatie;Vorig jaar heb ik een klacht ingediend bij stadsdeel West betreffende het ontbreken van maatregelen op parkeergebied rondom het evenement Rollende Keukens. Gedurende 5 dagen (waarvan 2 dagen gratis parkeren) loopt de staatsliedenbuurt over van de auto's, die al file rijdend door de buurt gaan op zoek naar een plek. <br />Ook dit jaar was het weer raak. Op Hemelvaartsdag en zondag (17<wbr />/5) was er met geen mogelijkheid een parkeerplek te vinden in het vergunninggebied. De parkeergarage Westerpark, die ook voor overloop is, was door de file niet bereikbaar. Ten einde raad heb ik de auto, na 3 kwartier tevergeefs zoeken naar een plek,  buiten een daarvoor bestemd vak geparkeerd in de straat. Ik had namelijk ook mijn 1 jarige dochtertje bij mij (+ alle toebehoren).  <br />Wat schertst mijn grote verbazing: een parkeerbon!!  <br />Klacht: Na 4 dagen van parkeeroverlast word ik op dag 5 als vergunninghouder in mijn eigen straat getrakteerd op een parkeerboete!!! En bedankt.Per e-mail
Openbare Ruimte;Er is niks gedaan met melding van mevrouw. Melding ging straatverlichting di ehet niet doet 's avonds. Het gaat om de R.A. Kartinistraat en de straat op de hoek Isabella richardstraat.Zorgen dat straatverlichting het weer doet.
Openbare Ruimte;Geachte mevrouw, geachte meneer,<br /><br />geplaatst aan de Tosaristraat 1019 ligt een KDV een en Basisschool. Als je 's ochtens of 's avonds haast hebt kan het eens gebeuren te vergeten te betalen. Ik heb er al een boet van 58,5€ gekregen, wat echt een onfatsoenlijkheid is.<br />Ook is de betaalautomaat achteraan geplaatst. Daar kom je niet langs.<br />Is het mogelijk bij KDVs en schoolen de eerste kwartiertje gratis te parkeeren, om de kinderen gerust naar binnen te kunnen brengen?
Openbare Ruimte;Doordat er zondag gratis parkeren is in stadsdeel west, parkeren daar veel burgers hun auto. Hierdoor kunnen bewoners met een parkeervergunning geen plek meer vinden. Meneer heeft zondag 05-01 anderhalf uur rondjes gereden voordat hij een parkeerplek kon vinden.Meneer wil dat er betaald parkeren wordt ingevoerd op zondag zodat bewoners dit probleem niet meer hebben.
Belasting, Werk en Inkomen;erkenning . <br />Degene met wie afspraak discrimineerde. naar mevrouw over turk of marokko.<br />Zei ook nog ik ga politie halen.mevrouw niet werken met mensen.
Openbare Ruimte;Heb een beschikking van CJIB binnen gekregen met mijn adres maar ander mans naam. De boete is ook totaal niet op mij van toepassing. Ik denk dat degene die beboet werd een vals (mijn adres) heeft doorgegeven.Mij informatie geven of u het afhandelt of ik andere stappen moet doorlopen. Verder is dit niet de eerste keer dat een incassobureau mijn adres gebruikt voor verschillende geadresseerde. Heb hier al eens navraag over gedaan bij het loket in gemeente diemen maar die konden mij niet verder helpen en gaven aan dat er maar 1 naam op het adres geregistreerd stond<wbr />/staat en dat is die van mij.
Openbare Ruimte;Een fietsenrek is verwijderd zonder vooraankondiging van de (blijkbaar) geplande werkzaamheden: fiets losgeknipt en weggebracht naar het FietsdepotVergoeding van slot en depotkosten
Belasting, Werk en Inkomen;ik werd onterecht staande gehouden op het CS. Er werd gezegd dat ik de hele middag aanwezig was op het CS. Dit heb ik tegengesproken en verteld dat dit niet waar was. Er werd mij gezegd dat dit niet waar was en ik wel de hele middag aanwezig was. Ik vroeg aan hen of ze mijn ov chip kaart wilde checken om te bewijzen dat ik daar niet de hele middag was. Door het checken bleek dat ik gelijk had. Ik mocht door gaan en verzocht weg te gaan maar er werd geen excuus gemaakt.Excuus aanbieden.
Basisinformatie;Het niet zwart laten zijn van Zwarte Piet!!!!!!!Zwarte Piet zwart laten zoals de eeuwen oude NEDERLANDSE traditie is. Laat deze traditie niet vermoorden,wees niet zo bang. Zwarte Piet is geen discriminatie maar een kindervriend die zwart is van het roet. Ik snap niet dat jullie dit accepteren,neem en voorbeeld aan Belgie.
Basisinformatie;Moeder belt namens zoon.<br />Zoon is al tijden bezig om uitkering te krijgen, dit gaat continu mis door fouten van WPI. Zijn excuses voor gemaakt, maar nu weer onbehoorlijk te woord gestaan. <br /><br />Moeder voelt zich niet serieus genomen. <br />Brieven zouden verstuurd zijn, maar zijn na een week nog niet binnen. Geen verslaglegging geweest, onjuiste data van inschrijving<wbr />/aanvraag. Verkeerde adres, onduidelijkheid over systeem. Meerdere malen ingevoerd. Meerdere versies en geen duidelijkheid.Toegeven dat er fouten zijn gemaakt en met terugwerkende kracht uitbetalen van bijstand. Even echte aandacht geven zodat de situatie waarin meneer terecht is gekomen wordt opgelost.
Basisinformatie;Heb een 1 persoon huishouding. Ik bewoon sinds jaren, i.v.m. mijn functie, een dienstwoning.    Dus sinds jaren   word mijn huishoudelijk afval tegelijk met het restafval van onze huurders, tegen kosten, opgehaald.   Ik vind het dan ook niet terecht dat ik belasting moet betalen voor diensten waar ik geen gebruik van maak.Ja
Openbare Ruimte;Bij het ophalen van het afval werd een geparkeerde fiets heel hardhandig over de stoep gegooid en is daarna niet meer opgeraapt.Nee
Belasting, Werk en Inkomen;Ik heb een melding openbare ruimte gedaan met het nummer MORA-0329177 over verkeersborden in het Beatrixpark op 10 februari. Zou binnen drie werkdagen beantwoord worden. Nooit meer iets gehoord.behandelen, beantwoorden!  Niet netjes om gewoon niets te laten horen.
Openbare Ruimte;de Kliersloot wordt onregelmatig geveegd en gereinigd. vandaag lag er na het reinigen nog een condoom op de grondDe kliersloot beter en regelmatiger reinigen
Parkeren;sinds november 2014 is de heer Saad bezig geweest met het aanvragen van een wwb uitkering, hij kwam uit de gemeente Haarlemmermeer waar hij inwoonde en een wwb had. 24<wbr />/11 aanvraag op papier afgegeven bij balie <wbr />/ binnen 2 weken zou hij bericht krijgen. 22 december, geholpen door Sandra Huis van wijkcentrum, digitaal aangevraagd, 22 januari 2015 via advocaat Caroline Forder, en daarna op 3 februari omdat zijn dossier bij DWI kwijt was geraakt. Mhr woont in onserhuur en kan de afgesproken kamerhur neit betlaen, hij krijgt hiermee probleme nen dreigt op straat te komen.<br />Mhr krijgt nui een brief dat hij zich moet melden voor een voorlichting en gesprek op 19 februari. telefonisch vernamen wij dat die voorlichting gaat over rechten en plichten, voor dat je een bijstand kunt krijgen en dat het verplicht is.<br />Mhr is nog eens ook erg ziekmet spoed behandelen, en een voorschot vertrekken
Parkeren;mora nr: 0302100Dat het weer terug gebracht wordt naar de situatie zoals het was. Geen neon verlichting in deur en ramen. Dit had de vorige coffeeshop eigenaar ook niet. <br />Verdere info staat genoteerd in jullie bestand met mora nr: 0302100
Openbare Ruimte;vandaag weer grofvuil niet opgehaald omdat er 15 motoren diverse canta's een auto en een aanhangwagen midden op de weg staan en de vuilniswagen er niet bij kan komenmisschien eindelijk eens actie ondernemen in de vorm van boetes uitschrijven of in het uiterste geval de bedrijfsvergunning intrekken
Openbare Ruimte;Walschip-Melding: Benhmidouch 06 52898847. <br /><br />Melder is dakloos, had wel een bedrijfspand maar dat is nu door de KvK uitgeschreven. Melder weet zich geen raad met situatie.<br />Graag contact opnemen met melder.
Parkeren;Geachte LS,<br />Dinsdag de 24e heb ik melding gedaan dat het grofvuil wederom niet in de schoolmeestertstraat nabij perceel 75 is opgehaald. Het meldingsnummer is: MORA-0385492 dat op heden is er geen enkele actie ondernomen! Tevens is er geen antwoord gekomen waarom er geen grofvuil wordt opgehaald en onze straat structureel wordt overgeslagen. Graag actie! Het grofvuil is nog steeds aanwezig.Ja
Basisinformatie;Ik ben niet tevreden met de dienstverlening van<br />mij klantmanagerIK graag een andere klantmanager willen<br />Want ik heb het gevoel dat ik niet als klant wordt behandelt
Openbare Ruimte;Het is 22 mei, het Oosterpark is gesloten en er wordt al een week niet aan gewerkt. Aan de slag beste mensen!Achternaam:
Openbare Ruimte;Betreft gecombineerde aanslag belasting 2015.<br />In voorgaande jaren kreeg mijn (schoon)moeder in oktober  <wbr />/ november een aanslag voor afvalstoffenheffing. Deze kon betaald worden in 8 gelijke termijnen. Voor 2015 ligt deze zelfde aanslag al in april op de mat. Dat betekent dat mijn (schoon) moeder nog betaald voor de aanslag uit 2014 maar nu ook al betaald voor 2015. U zult begrijpen dat voor een oudere vrouw met een aow'tje en een klein pensioen kosten zijn waar niet op gerekend is waardoor de mogelijkheid bestaat dat ze in betalingsproblemen komt. Ik begrijp de reden niet dat deze aanslag eerder in het jaar komt dan de jaren er voor en er niet is nagedacht over eventuele gevolgen voor mensen.<br />Het is niet alleen deze aanslag maar ook die van de waterschapsbelasting die eerder geind wordt. Hierdoor wordt er ca 65 euro per maand meer afgeschrevenNee
